timestamp_utc,timestamp_et,session_date_et,ticker,open,high,low,close
2026-08-31T17:06:00Z,2026-08-31T13:06:00-04:00,2026-08-31,^TYX,5.255000,5.255000,5.253000,5.253000
2026-08-31T17:07:00Z,2026-08-31T13:07:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:07:00Z,2026-08-31T13:07:00-04:00,2026-08-31,^TYX,5.253000,5.255000,5.253000,5.255000
2026-08-31T17:08:00Z,2026-08-31T13:08:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:08:00Z,2026-08-31T13:08:00-04:00,2026-08-31,^TYX,5.255000,5.258000,5.255000,5.258000
2026-08-31T17:09:00Z,2026-08-31T13:09:00-04:00,2026-08-31,^TNX,4.758000,4.758000,4.756000,4.756000
2026-08-31T17:09:00Z,2026-08-31T13:09:00-04:00,2026-08-31,^TYX,5.257000,5.257000,5.255000,5.255000
2026-08-31T17:10:00Z,2026-08-31T13:10:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:10:00Z,2026-08-31T13:10:00-04:00,2026-08-31,^TYX,5.255000,5.256000,5.254000,5.255000
2026-08-31T17:11:00Z,2026-08-31T13:11:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:11:00Z,2026-08-31T13:11:00-04:00,2026-08-31,^TYX,5.255000,5.255000,5.254000,5.255000
2026-08-31T17:12:00Z,2026-08-31T13:12:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:12:00Z,2026-08-31T13:12:00-04:00,2026-08-31,^TYX,5.254000,5.256000,5.254000,5.256000
2026-08-31T17:13:00Z,2026-08-31T13:13:00-04:00,2026-08-31,^TNX,4.756000,4.756000,4.756000,4.756000
2026-08-31T17:13:00Z,2026-08-31T13:13:00-04:00,2026-08-31,^TYX,5.255000,5.255000,5.255000,5.255000
